OBJECTID,XGCSWGS84,YGCSWGS84,UKATEGORIE
114440,11.62216383,48.129897022000094,2
114991,11.662111957,48.12234435,2
116239,11.4038722130001,48.127398417000094,2
116243,11.6952902570001,48.115543006000095,2
116357,11.626398227,48.129246569,2
116424,11.628911943,48.220202593000096,2
116572,11.4228562860001,48.187723537000096,2
116704,11.63111309,48.128113304000095,2
117325,11.5399094040001,48.107282568000095,2
117494,11.5101836270001,48.106655882,2
117990,11.5378508420001,48.1659203790001,2
117997,11.691776975,48.140997449000096,2
118431,11.5840765410001,48.193348227000094,2
119321,11.612231481,48.1872132460001,2
119491,11.5974786790001,48.167367052,2
119556,11.5345456960001,48.18702219800009,2
119653,11.5023916420001,48.14333586400009,2
119692,11.5487708750001,48.112114761,2
119719,11.518271774,48.090514656,2
119795,11.612269392,48.110347197000095,2
119985,11.6818923000001,48.11869899,2
120213,11.584234543,48.195848643,2
120248,11.4919384840001,48.2098953780001,2
120257,11.4291091600001,48.17762128300009,2
120388,11.620065771,48.120288512000094,2
207807,11.5617494970001,48.15182395000009,2
207909,11.5634939610001,48.160889308,2
208044,11.5210270490001,48.181936413000095,2
208114,11.477801496,48.1857924,2
208350,11.5277983730001,48.116672566,2
208488,11.5364430720001,48.150900318,2
208540,11.507342255,48.1170689840001,2
208603,11.5585588340001,48.134507727,2
208625,11.5640837400001,48.201398883000095,2
208634,11.5652735030001,48.2090066970001,2
208648,11.541016357,48.161926276,2
208654,11.579701055,48.147178631,2
208860,11.637325794,48.132418382,2
208897,11.502662694,48.164592218000095,2
208967,11.641996141,48.1290425,2
209023,11.6562241410001,48.105846165000095,2
209035,11.567586384,48.131888649000096,2
209141,11.532001177,48.1299671300001,2
209155,11.644132497,48.160669903,2
209241,11.5451073580001,48.098186416,2
209325,11.656747222,48.1083326450001,2
209339,11.5647916940001,48.187035964000096,2
209343,11.583515693,48.155268043,2
209399,11.5800413870001,48.115821717000095,2
209438,11.565193703,48.1634152890001,2
209477,11.562752598,48.1774417180001,2
209481,11.5251449730001,48.135234672000095,2
209520,11.509605639,48.1823630420001,2
209544,11.54902344,48.1121811620001,2
209596,11.4241388930001,48.174170752000094,2
209640,11.4699778950001,48.167143466,2
209799,11.5770079380001,48.115971954,2
209875,11.5304764790001,48.1503510640001,2
209918,11.5705227560001,48.170704979,2
209975,11.4792591070001,48.1642469870001,2
210067,11.552483813,48.092366053,2
210088,11.5731205650001,48.173585282,2
210106,11.628444928,48.1474450630001,2
210128,11.584569462,48.1342516120001,2
210236,11.6190340320001,48.161764636,2
210276,11.6025428080001,48.1357996940001,2
210300,11.562139492,48.131275992,2
210366,11.5947754850001,48.130610234000095,2
210375,11.579373725,48.129211154000096,2
210380,11.5029131150001,48.135754185000096,2
210436,11.636422408,48.1178061950001,2
210516,11.66222387,48.120065930000095,2
210569,11.642721226,48.095820372,2
210572,11.5293599070001,48.176386055000094,2
210692,11.614781366,48.135961797,2
210751,11.5857285720001,48.133932563,2
210791,11.6592939870001,48.118593607,2
210804,11.565027631,48.1393011320001,2
210857,11.6014321760001,48.141140223,2
210974,11.540174257,48.155446068000096,2
211018,11.607725148,48.11954347900009,2
211047,11.561191937,48.1591664060001,2
211054,11.5630188440001,48.131749914000096,2
211087,11.464798828,48.16477089600009,2
211162,11.5849924720001,48.126075185,2
211164,11.6300403610001,48.126904346000096,2
211190,11.458903488,48.1645900340001,2
211193,11.5612078450001,48.14645238800009,2
211199,11.5515417230001,48.148748013,2
211203,11.684115633,48.140648293,2
211236,11.585485351,48.159442518,2
211271,11.518876882,48.139822072000094,2
211357,11.569651704,48.144475549,2
211415,11.5596090670001,48.154916153,2
211417,11.540986607,48.096367499000095,2
211453,11.6229286390001,48.211696647000096,2
211455,11.5957308860001,48.130402901000096,2
211475,11.6320621190001,48.1271131440001,2
211546,11.464842586,48.1451807880001,2
211595,11.540167818,48.116359189,2
211598,11.5670649940001,48.123345286000095,2
211652,11.6283055540001,48.147382732,2
211829,11.531741482,48.1526742130001,2
211933,11.5559353990001,48.139569241000096,2
211946,11.5510594730001,48.11793957300009,2
211981,11.5644927070001,48.136335579,2
212008,11.533345351,48.169562351000096,2
212015,11.5365055550001,48.15184714,2
212042,11.6035825970001,48.15343008600009,2
212081,11.575319334,48.138345213,2
212088,11.613324607,48.1142133280001,2
212150,11.581231706,48.150078883,2
212177,11.574944666,48.1458320290001,2
212187,11.5477730690001,48.1598906180001,2
212251,11.5882406970001,48.1673911440001,2
212263,11.561437895,48.14680466,2
212483,11.5935916350001,48.18779542,2
212523,11.5451595590001,48.134501202000095,2
212527,11.558909735,48.100471989,2
212679,11.5498049080001,48.106802085,2
212774,11.410355399,48.160998668,2
212809,11.5020909350001,48.135420309,2
212860,11.5848882180001,48.159369695000095,2
212893,11.522894519,48.134268579,2
212894,11.516519041,48.117947878000095,2
213133,11.564207825,48.201870972000094,2
213141,11.5969372050001,48.137709897,2
213150,11.6463028920001,48.102507827000096,2
213348,11.5463244060001,48.081032239000095,2
213351,11.54650308,48.134549466000095,2
213434,11.5313306240001,48.18384731,2
213446,11.572499679,48.18745711,2
213459,11.556180087,48.2132818960001,2
213626,11.5691891020001,48.154896718,2
213719,11.5997400970001,48.1400374570001,2
213795,11.604726858,48.139806368000094,2
213935,11.5911965670001,48.187927737000095,2
213955,11.608729522,48.121028723000094,2
213978,11.6093846850001,48.1288107730001,2
214047,11.5403855980001,48.1180055400001,2
214149,11.51372092,48.096882829,2
214290,11.5242302070001,48.1971179600001,2
214315,11.5884490010001,48.115372489,2
214385,11.5753735060001,48.143006906,2
214411,11.5453465680001,48.119431805,2
214437,11.5569847030001,48.143823571,2
214507,11.49723778,48.1204534710001,2
214512,11.5660340860001,48.1871874720001,2
214538,11.523884589,48.1361606240001,2
214600,11.5873938840001,48.161650817000094,2
214923,11.5409727480001,48.1367172970001,2
214925,11.5366583650001,48.1349705440001,2
214929,11.532041909,48.153091191,2
215038,11.587836811,48.131610247,2
215174,11.7146697430001,48.135075837,2
215187,11.582673056,48.125791807,2
215242,11.5724228450001,48.1844864880001,2
215297,11.561513571,48.1468753450001,2
215387,11.567818656,48.161140889000094,2
215432,11.5586271440001,48.148607332,2
215626,11.6869549,48.1225367280001,2
215716,11.4699145390001,48.168115161000095,2
215724,11.681398035,48.136643055,2
215764,11.52983124,48.155386493,2
215837,11.5753723060001,48.1430255330001,2
215884,11.4954432050001,48.13586025000009,2
215950,11.586581403,48.1641469470001,2
216054,11.651323432,48.109073649,2
216082,11.5751954780001,48.1394977350001,2
216169,11.565906399,48.173985056,2
216188,11.548792228,48.1581037330001,2
216216,11.5807041140001,48.2071876260001,2
216279,11.5956547590001,48.1024142430001,2
216506,11.569086375,48.15881865000009,2
216568,11.636466194,48.172127505,2
216616,11.655001472,48.109150438,2
216691,11.562745453,48.144168861,2
216730,11.5940167840001,48.128640047,2
216744,11.4078677000001,48.155586127,2
216752,11.4888555470001,48.0837096700001,2
216775,11.4916226620001,48.1403226690001,2
216781,11.53743266,48.1349333580001,2
216827,11.5040585250001,48.098590916,2
216851,11.566698692,48.1333364060001,2
216925,11.541951808,48.121930983,2
217338,11.5568743970001,48.143351213000095,2
217346,11.546975877,48.139215516,2
217362,11.56330975,48.153864759,2
217375,11.493076913,48.185999848000094,2
217386,11.557923289,48.145589644,2
217425,11.636598227,48.172074498,2
217465,11.44765225,48.172646582,2
217505,11.604091136,48.1080267200001,2
217587,11.6481769850001,48.139926117000094,2
217690,11.617994518,48.10890672400009,2
217710,11.671702485,48.120919486,2
217725,11.709112347,48.107726514,2
217752,11.4874698150001,48.182657331,2
217787,11.582581057,48.11948092000009,2
217830,11.4552415470001,48.1653805220001,2
217833,11.5338663640001,48.207208481000094,2
217857,11.4974339180001,48.126278183000096,2
218097,11.5876458170001,48.131604012,2
218100,11.5899481710001,48.137202452000096,2
218236,11.5557948220001,48.129991807000096,2
218302,11.591196788,48.188111679,2
218318,11.5841999890001,48.132734321,2
218478,11.5748391650001,48.1591191740001,2
218546,11.502959295,48.137527707000096,2
218551,11.565386749,48.145758720000096,2
218557,11.5271040750001,48.1593241350001,2
218585,11.529762872,48.160410699000096,2
218608,11.511169292,48.158731295000095,2
218666,11.5793170060001,48.14601008900009,2
218681,11.5329097760001,48.138765523000096,2
218722,11.6176171230001,48.19187067000009,2
218778,11.64355362,48.156815082,2
218820,11.553600719,48.14476629600009,2
218837,11.5673893370001,48.15676632,2
218917,11.5350624760001,48.146158388000096,2
218948,11.597183666,48.1344307480001,2
219193,11.5262806690001,48.095278347,2
219264,11.6134941350001,48.1382316,2
219351,11.634383057,48.16921637000009,2
219386,11.5690445600001,48.1417402010001,2
219430,11.558326089,48.12948940500009,2
219520,11.5874374220001,48.13768495400009,2
219669,11.562991939,48.121061453,2
219789,11.5816931210001,48.134731366,2
219807,11.520287673,48.15010848800009,2
219822,11.530214519,48.1197711250001,2
219984,11.6540800440001,48.1247746380001,2
220023,11.606324215,48.120777403,2
220065,11.45982818,48.1491044430001,2
220204,11.5282169270001,48.097434634000095,2
220210,11.480247623,48.178083385,2
220237,11.5725711220001,48.178969053000095,2
220267,11.582555144,48.131030790000096,2
220339,11.44886946,48.1735172740001,2
220392,11.6022074860001,48.1356767570001,2
220478,11.5934015930001,48.14477399100009,2
220498,11.58422553,48.1567700790001,2
220555,11.459570533,48.183310799,2
220612,11.4743712380001,48.176513045,2
220658,11.539232908,48.1254116430001,2
220781,11.6305323730001,48.175959044000095,2
220803,11.617846838,48.165785908,2
220804,11.5689239000001,48.141205101,2
220916,11.5770540180001,48.136485116000095,2
220954,11.547120235,48.13919877400009,2
221013,11.4343306760001,48.148880101,2
221034,11.5382793800001,48.119225692,2
221092,11.566441969,48.186117586000094,2
221114,11.5441866250001,48.096710002000094,2
221200,11.6406502300001,48.09010314500009,2
221209,11.5280891950001,48.152776574,2
221212,11.522057556,48.175868694,2
221232,11.5578909000001,48.096932749000096,2
221321,11.431534093,48.162405126000095,2
221334,11.680471509,48.140492517,2
221377,11.6042814030001,48.1066828830001,2
221401,11.5987238970001,48.119216401000095,2
221491,11.5211954330001,48.09050856500009,2
221494,11.615923695,48.202016614000094,2
221498,11.6364614880001,48.172065978,2
221561,11.5581053130001,48.1392972250001,2
221568,11.54888298,48.1008619740001,2
221576,11.563044162,48.2196382330001,2
221590,11.5846773550001,48.1382175360001,2
221609,11.512266944,48.217000388,2
221699,11.548100021,48.170637307,2
221710,11.5708358050001,48.14149368500009,2
221734,11.4801813350001,48.178078579,2
221896,11.5872099910001,48.13440503,2
221940,11.602133877,48.188638007000094,2
221969,11.515670985,48.076186744,2
221995,11.5816976200001,48.127412255000095,2
222080,11.5597576660001,48.1865714570001,2
222111,11.572302849,48.1379286750001,2
222120,11.5848022750001,48.132304017000095,2
222149,11.5802317870001,48.1390862540001,2
222409,11.4241243440001,48.174171993000094,2
222537,11.510238019,48.1801390900001,2
222600,11.4596948180001,48.189089902,2
222627,11.48079613,48.095927105,2
222640,11.6156196320001,48.14414353000009,2
222669,11.593317918,48.12896624500009,2
222702,11.5472462340001,48.15945966,2
222717,11.5589695850001,48.1477612080001,2
222731,11.534184128,48.110255297,2
222809,11.5630173160001,48.211069507,2
222935,11.6718393940001,48.12264039200009,2
222981,11.501879337,48.1201954950001,2
223174,11.6433793520001,48.169326461,2
223212,11.5021245,48.106432902000094,2
223302,11.4071588950001,48.19610605300009,2
223433,11.6873242360001,48.140626135,2
223444,11.539120127,48.13961311,2
223501,11.580839482,48.1406406080001,2
223515,11.5416650440001,48.1395778180001,2
223555,11.555818704,48.1351087360001,2
223575,11.5373684890001,48.131532812,2
223629,11.555314074,48.139170255000096,2
223678,11.5646461200001,48.1369575680001,2
223684,11.545418462,48.1206101500001,2
223723,11.640996694,48.099489523,2
223725,11.60473782,48.105392606000095,2
223798,11.612731775,48.1520819880001,2
223802,11.538853832,48.12823573800009,2
223808,11.583001252,48.1184605220001,2
223815,11.57863167,48.196139879,2
223817,11.572151311,48.131688357,2
223843,11.5558032160001,48.134020945,2
223881,11.5028010020001,48.130996877,2
223901,11.553235607,48.1391014050001,2
223926,11.541080423,48.217844472000095,2
223932,11.5488259250001,48.125623523000094,2
223958,11.58576736,48.1579465990001,2
224052,11.5412900060001,48.1239364370001,2
224140,11.565225377,48.192773213000095,2
224173,11.573381252,48.143187578,2
224184,11.502554775,48.16453991,2
224255,11.608082822,48.137693611,2
224283,11.56336716,48.1210501510001,2
224311,11.5747796380001,48.170240675000095,2
224374,11.5591293680001,48.2133482080001,2
224386,11.5480552600001,48.175654525,2
224444,11.5726778970001,48.187326999,2
224445,11.455353615,48.1458003710001,2
224467,11.587882243,48.1351332940001,2
224528,11.529430217,48.152214062,2
224549,11.466047297,48.18967022700009,2
224625,11.5063262360001,48.1771423600001,2
224858,11.668124145,48.105531657,2
224933,11.561211939,48.14175539000009,2
224941,11.4213813150001,48.147472124,2
224955,11.5435857430001,48.201341563,2
225063,11.4959780730001,48.09498462,2
225087,11.6077381800001,48.1192538830001,2
225147,11.507035407,48.0932247800001,2
225201,11.608821854,48.105364905,2
225264,11.5085123000001,48.088944029000096,2
225294,11.5997826610001,48.148872112,2
225306,11.540289805,48.1556577860001,2
225308,11.646688479,48.103609723,2
225324,11.535796771,48.1254251230001,2
225327,11.562929239,48.149036326,2
225404,11.597935262,48.192815838000094,2
225410,11.556287512,48.142215315,2
225521,11.5478980500001,48.1266605210001,2
225529,11.568207667,48.133782172000096,2
225605,11.547238172,48.159455227000095,2
225610,11.47208341,48.145353485,2
225622,11.5720078250001,48.163767713,2
225629,11.711997275,48.108816135,2
225792,11.5603005250001,48.136346802,2
225845,11.5591017840001,48.219848895,2
225859,11.5825123880001,48.126934677000094,2
225984,11.6701920100001,48.1180490740001,2
226058,11.6296252660001,48.1552731790001,2
226062,11.6345147910001,48.1691443,2
226087,11.5274503680001,48.156722438,2
226094,11.4970617880001,48.199313074,2
226156,11.5585462510001,48.141671968,2
226212,11.567133696,48.110110821,2
226340,11.502738198,48.133184599000096,2
226391,11.587597411,48.136461255,2
226467,11.5179165920001,48.125434785,2
226520,11.452192026,48.193610095000096,2
226543,11.646201133,48.1015164190001,2
226838,11.603476159,48.1115926300001,2
226851,11.535365053,48.199790695,2
226903,11.5230454320001,48.134158259000095,2
226956,11.5778818260001,48.163772001,2
226963,11.502918424,48.131197092,2
227105,11.5740743320001,48.139797735000094,2
227145,11.5996150120001,48.205507411,2
227153,11.6142239490001,48.1311667850001,2
227234,11.6012997460001,48.142564373,2
227274,11.572876847,48.175622103000094,2
227293,11.4609791610001,48.14308549,2
227381,11.5450071660001,48.122481628000095,2
227404,11.5473077450001,48.110261619,2
227469,11.608192269,48.13772076,2
227482,11.5134993830001,48.1685654840001,2
227487,11.586405971,48.201058102,2
227541,11.561141091,48.141001012000096,2
227627,11.588509113,48.1550006740001,2
227645,11.559162379,48.098425599000095,2
227672,11.6495119890001,48.107120387000094,2
227683,11.583175985,48.1444391210001,2
227859,11.507699912,48.094325364,2
227891,11.598921884,48.088476747000094,2
227892,11.5792167440001,48.1292976440001,2
227933,11.5953910920001,48.1184460100001,2
227997,11.5662613480001,48.187947870000094,2
228017,11.5843644500001,48.1439162880001,2
228182,11.547102007,48.1343774040001,2
228205,11.530160484,48.158766348,2
228293,11.5629015170001,48.1490439670001,2
228354,11.486187543,48.14129609300009,2
228360,11.5623661400001,48.1257403770001,2
228413,11.5667634970001,48.187273201,2
228417,11.628200889,48.09355725500009,2
228592,11.5122738420001,48.154196933,2
228600,11.590338565,48.192526327000095,2
228638,11.5834081150001,48.133024338,2
228735,11.572773736,48.185753990000094,2
